"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Antigua and Barbuda","ATG","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1596.41249636546","","","","","","","","","","","","","","1652.02281015199","1659.29873433053","1713.25194388201","1729.91930992808","","","","","","","","",
"Australia","AUS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","3063.55427059293","3115.78708385004","3172.97486501583","3284.05095890411","3349.41416674129","3463.21557780119","3546.53797957257","3692.80794982626","3763.55841452244","3792.93476310854","4063.41136963301","3989.6297441447","4035.20634438795","4264.27122571001","4294.16162646652","4345.87144605197","4405.70298581914","4671.19567361894","4629.61847053907","4683.85317624363","4737.4820310373","4694.67642526964","4817.4895243115","4555.14620339645","4651.71242923314","4602.9565300165","4623.73907506368","4772.3704646487","4702.84160607784","5001.10310210296","5061.5084587843","4927.78158990974","4959.21491854816","5147.53665025188","5089.788966676","5129.22366091191","5393.58063459123","5469.59998919911","5553.65346587569","5610.34471097961","5644.06495066047","5446.97321382579","5569.64099249926","5568.76494063954","5598.0881783042","5564.08716927844","5709.32461747327","5868.34709712113","5964.6266682981","5862.55194383105","5648.6965856094","5638.49922453082","5558.60942947927","5586.33797736272","5484.74690213802","",
"Austria","AUT","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","1546.26146801032","1554.0349059502","1675.87362115182","1823.99522506933","1855.08515530813","1851.84356410887","1902.7564078226","1920.21212422723","2045.82812289501","2181.63230885943","2418.21012909186","2508.5209190556","2627.32249578186","2830.94680215103","2730.43732640895","2654.84872942694","2866.97592037565","2797.4219223802","2893.02229941797","3138.91614262013","3067.01191996803","2897.00939790268","2830.22178095467","2843.40556816995","2953.68814962876","3051.59706199021","3061.58886225966","3174.74539202539","3204.56218243746","3138.98348816934","3233.9489570648","3408.50503250142","3239.06396730194","3248.98183358625","3227.84376441983","3366.17805768746","3571.90818916457","3542.52143029887","3598.70368891543","3582.98875270822","3562.3251434239","3749.74910762391","3765.28296302492","3964.41855078845","3998.73898153761","4104.07143852892","4091.94630653332","4029.62695258277","4040.79639045672","3830.96794886162","4079.86496885718","3943.43241246083","3930.58355578316","3917.84748286283","3754.07896084738","",
"Azerbaijan","AZE","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3165.49490152256","3087.87470774309","2464.59739907884","2175.2844563042","1947.69198367777","1809.15432661028","1513.67319335309","1444.31945906293","1485.15341842538","1369.11189752905","1403.43326789752","1410.96545517309","1414.52811140548","1476.59088424964","1539.23012098959","1599.9606761322","1559.56874554337","1411.557339797","1520.31391925508","1334.16617834119","1279.552594272","1369.35099893362","1472.89739090323","1474.00343280059","","",
"Burundi","BDI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","2519.49731954668","2570.81562308497","2810.06114801046","3043.30699253049","3021.64721197111","3116.03356288847","3051.29742867378","3182.92345750038","3590.00425834692","3877.04436394157","4135.19976958327","4099.95531967727","4473.92951272846","4720.78411204592","4617.49859476963","4317.93565765711","4622.23311805686","4589.52440999605","4826.56495724289","4976.77709901992","4743.42206023546","4415.35860396134","4208.2578021394","4156.25740701658","4334.90242681859","4474.0629933656","4633.92001661356","4727.68639527695","4770.94839816823","4798.9264514706","4844.47827257296","5056.01817024883","5092.96578510761","4954.28319272942","5225.40682942974","5304.05065261649","5586.81244589129","5579.51075727968","5659.6934943107","5663.93456008403","5713.57736861358","5682.02705080508","5461.40290347665","5659.32886558027","5656.6315172711","5606.21864507501","5517.03647284147","5389.28164732676","5505.21509251237","5258.95649633636","5598.31357395555","5214.64617572601","4890.18961299022","5038.98427381938","4810.29368777887","",
"Benin","BEN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","371.803477929071","380.812029085645","380.161372366059","379.376721398679","381.113584326374","360.415674662778","363.74612427606","368.251936411345","364.669812898075","363.781944387664","353.270598183353","355.338045025189","354.985672445809","353.328844025699","359.824904606972","352.776450067392","347.306591795758","345.69655577195","336.858592625676","332.178560209995","325.452554498049","321.349456121777","316.872789936981","312.326825527226","308.575932671061","348.231260113226","350.789720530439","336.240335092392","340.656785981911","285.30228512932","293.877652280286","305.049237033672","311.193226016058","314.346728099524","305.447864565269","349.25756038484","368.216084340677","365.242978651087","372.121382770792","384.167991791203","384.334055157422","388.517195181751","393.38381466334","","",
"Burkina Faso","BFA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","85.6080442714979","86.9037669769637","92.5296444115447","93.9567249673387","94.4184113574335","98.1102809444965","97.8607631050181","98.4585146161236","99.5156588705102","103.268679326391","102.563586980614","105.482961637452","105.183121152646","103.910686825485","106.981911834565","111.507922728181","106.866835127094","114.378024962624","117.024228038354","120.187177703441","115.709060387138","119.405481658968","123.343182741077","126.078925435136","134.260285982929","132.198654461776","135.210016124171","138.053361086245","137.085288674725","139.036146041195","149.185260825135","149.933182829291","155.254870026354","155.867636219322","159.29118691048","168.208189551508","173.580998621029","180.102783175833","187.454990077905","200.647458691197","205.961656735218","213.425947971158","215.516719499688","","",
"Bulgaria","BGR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","2228.68705114981","2262.78654882116","2378.25373882072","2463.24405199139","2665.459429943","2780.33176310504","2954.26673888991","3084.45204192587","3200.49898367766","3203.61009689631","3185.50953721563","3309.20642510527","3370.13232378846","3387.27422330384","3419.76767712953","3450.94171566942","3411.07339478891","3488.29275375034","3426.94220506722","3237.35265027347","2536.64400505678","2396.007266371","2590.01125194501","2519.85914523809","2746.66773414963","2745.71000281484","2504.12268042081","2425.94624591215","2230.66030060565","2277.36796728392","2417.78244206376","2401.3766085088","2475.06396387219","2420.52901874155","2570.73269680487","2657.20182568691","2666.11144523943","2648.86705627088","2351.6550533062","2416.36492189476","2616.61836542952","2513.35238098367","2327.43652371642","","",
"Bahrain","BHR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","6380.35759573929","5960.2113350872","8483.54039856583","9000.91616132371","7996.35526424334","9581.25090278781","8187.11498634727","7843.39945164152","8813.30925913502","7794.49127818128","8294.95222185099","9071.02474413784","8503.03823714141","8833.20932265614","9921.77147284974","10261.3227155601","9523.46356521468","10492.7531247649","10247.6066560527","10554.9941122385","10110.5553964062","10844.755025366","11153.1981063746","11564.7317404503","11407.8920759938","11086.9286287089","12122.0506026757","12319.3491183618","11770.9204498646","11948.4325677996","11783.0111974074","11704.3047293432","11826.4445013426","11189.7105034846","11948.9800626057","11787.7856055646","11291.1263550004","11404.5028710934","10212.8906543758","9952.24364336064","9628.85390202555","9417.03778634454","10171.6810172021","","",
"Bahamas, The","BHS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2517.4470542799","","","","","","","","","","","","","","2058.66577375139","2113.94015969968","2102.43566874429","2071.5306244686","","","","","","","","",
"Bosnia and Herzegovina","BIH","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1550.16615875075","1423.33600276527","1034.34415155508","895.028140618333","359.4614173039","385.171673698044","457.988127481697","712.92527770619","886.885980500533","875.6644731818","1145.89238040348","1105.36991015454","1156.99672325027","1152.38362691244","1257.00964381453","1314.76163184576","1380.75797237674","1381.12205494298","1552.58533826039","1620.08967796605","1689.93246347443","1864.55479854187","1745.89745793237","1687.96869282938","","",
"Belarus","BLR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4465.37501226813","4348.46792230724","3620.7319890368","3076.70075202657","2615.73931749291","2427.66941338042","2501.34881889764","2505.60462587724","2466.16516039329","2409.58345789736","2456.16211894053","2485.70255842063","2550.25048150025","2643.61978156579","2752.80030832477","2769.08372141157","2965.66326530612","2918.19790794979","2932.0986565911","2790.06837067424","2900.22044257113","3097.71286815159","3222.61781487743","2881.50644411578","","",
"Belize","BLZ","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","566.338935335267","","","","","","","","","","","","","","561.421301410797","568.344282491819","591.571482127319","596.508748236445","","","","","","","","",
"Bermuda","BMU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","221.863210766605","240.157170254295","248.698658541922","260.71458514418","295.619172416519","316.823224507518","331.439253893582","351.450754347404","378.580075818372","437.390734031157","449.327316103129","462.431703119661","429.529080890113","419.509230056566","405.791695437","375.961222444115","341.493450003217","349.906192934794","365.534461611597","380.880586840087","384.991907782615","399.82800732336","419.169064305103","452.381928014855","497.738384789386","524.67442268782","561.077061464694","556.138558732919","536.088777434371","588.205880631864","449.228012218854","528.76084999751","539.883456180296","531.532359323531","569.654497526411","700.350143186535","561.052703378559","586.891697802356","601.381276527983","644.580165140103","669.892594320555","758.099758545027","785.517038526506","","",
"Brazil","BRA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","709.153240476331","741.691870596948","793.442039886901","824.222560729913","840.054176615671","860.788710165214","868.475086328705","902.266089600181","936.770582397176","931.680875114273","873.018164507671","867.193602186915","868.74546409375","904.37898982588","945.314496224646","969.496044020133","987.562557183422","982.179113607818","983.996522749084","932.269545028392","934.221370186198","929.003678997592","937.56983457935","971.918434203391","989.798639371285","1026.37543124933","1061.83829203735","1070.5882848322","1078.18326474219","1066.30285552001","1068.89593438597","1081.26747985115","1083.58877868398","1128.55074435341","1142.46987625799","1168.42938262865","1221.36231051455","1276.27463668681","1222.42911177943","1338.58958871663","1346.6496534289","1391.90930936588","1437.79598916529","","",
"Barbados","BRB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1236.63775953052","","","","","","","","","","","","","","1373.16865074279","1423.29013586947","1447.06224549156","1452.08832752739","","","","","","","","",
"Brunei Darussalam","BRN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","1306.10244923222","1236.9990693477","2326.30498355474","3846.21263641957","4604.26370810764","5835.55412086106","6071.48527838183","5469.06413391218","5493.71473236752","6991.12697286294","6525.81652739836","6813.23118486694","6995.9039126168","7839.65365410594","7990.35637909159","6822.68610135212","6804.97076023392","5499.11431513903","6206.66858868094","6721.00381802685","7386.45811661907","7719.68719323208","7225.99984984824","6524.8675297384","7616.7079082065","7478.76170858558","7541.99892815404","7341.27552678833","7324.87986856571","7213.66554330004","6549.73981974285","6282.73968134707","7166.02728596481","6456.87377003093","6128.70244743554","8560.42645660736","8618.39613949725","9303.57208510817","7860.92280665496","8238.79359881211","9695.71378144066","9444.9634042889","7392.86851243867","","",
"Bhutan","BTN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.527404972876","","","","","","","","","","","","","","283.80647551775","313.285613586767","316.37977568524","358.048985209936","","","","","","","","",
"Botswana","BWA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","730.583414724807","739.299152680189","721.277966006776","711.873512731542","727.651905165258","771.735037669809","743.68535440066","848.682829050448","880.049678574547","882.940019451897","873.755191543119","979.087310581032","955.905131848708","918.193011009431","918.185157436032","876.054936416873","900.173527778419","996.60630315873","1010.94143650548","1033.82512399378","1030.54073942529","1032.6780740953","1015.83539452884","985.196241318262","1001.28647861618","1014.29150944441","1028.0704153632","1066.24333160896","970.009645219339","1066.44640109462","1026.22952702438","1008.87228282529","1098.3588405291","","",
"Central African Republic","CAF","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","4251.43591138962","4307.82075420065","4451.56011604169","4694.12006960557","4903.60760672704","5153.93241183047","5272.6647047087","5557.29174015285","5871.52039143849","6091.10000951113","6476.38852935659","6530.33556343144","6933.60655182403","7123.37921504226","7100.54809222429","7150.10681201258","7272.55004677268","7409.53000504287","7538.84294391746","7837.76965852453","7804.22010328142","7530.94526104418","7149.34405999524","7051.62955688246","7341.51922029414","7439.34207077326","7492.1133796367","7641.32410546139","7854.97203941253","7933.56707695679","7504.7936382282","7388.382489906","7479.47742739843","7641.51479134795","7834.89308463692","7861.63027185392","7956.69855991696","7965.51932157721","7837.52052208583","8011.63417401112","8173.66656158494","7974.16267988765","7920.11022893948","8272.18105190049","8364.81740897015","8365.20110175786","8199.66150355974","8130.58019343754","7974.71098055082","7432.22930882195","7391.72582464708","7484.16380386212","7259.23788100396","7202.22731015708","7247.23693323855","",
"Central Europe and the Baltics","CEB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","2611.2149151246","2666.45876684044","2769.25417301117","2785.94966619656","2925.6647144417","3055.99119837851","3195.30598842452","3347.35221985556","3407.48630027493","3403.12367505228","3263.07114754788","3337.52764477313","3320.96792180968","3291.37344381163","3366.21317282246","3433.73048468848","3516.41453538279","3497.11507575306","3371.98483191947","3085.49190506255","2829.23304915489","2619.68516776722","2601.04745521137","2496.43189843407","2601.50322596329","2691.15925958172","2634.73654947972","2513.44240519662","2387.33306976551","2371.90217118276","2446.48028816285","2473.83496499413","2559.08828018403","2567.29691577195","2604.23231749178","2677.96292466782","2686.14645564369","2695.91691494964","2516.21823383418","2623.16531804693","2631.10976844346","2559.72174925178","2506.95695765477","","",
"Switzerland","CHE","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","1398.65483620245","1454.75511630398","1568.91106001904","1869.58749769724","1819.43533749232","1943.60051580542","1966.69213697461","2040.82790020002","2172.60388343946","2334.44403033903","2556.65870717052","2637.67078212746","2727.71921732081","2998.00518347889","2783.51453660506","2710.77292387379","2821.01288630678","2877.79290941471","2995.0168249615","3042.17915548272","3170.57547162646","3093.32327574403","2984.22326318443","3173.30757763205","3239.36996506446","3412.39110931145","3544.52206015752","3430.85551250048","3436.87583284219","3339.08347214466","3627.65722202558","3637.33456196476","3613.49260926403","3491.19628610323","3494.7885947472","3422.55464559069","3473.83570070067","3526.10543855427","3557.99007623206","3547.15438471297","3480.18109058009","3672.74359897171","3553.18855697647","3541.44916998921","3529.80090329347","3487.04074093247","3618.08522095465","3410.15494793684","3499.57379203483","3481.24784748014","3346.6214111883","3204.42298276704","3201.67575752536","3304.03286001118","3074.8098984338","",
"Channel Islands","CHI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","893.48420825823","891.273867404396","842.685467193305","822.934090968042","732.421004952695","763.556692844274","779.391621026271","795.228247854468","828.663407827033","843.69727104574","844.61745456708","763.201224637797","777.495033451124","805.686191235649","791.395453932816","813.751853736483","826.260796732326","919.890271763286","1014.22756917261","1066.06343925008","1072.71155261166","1141.81007039022","1152.21854407492","1220.28397342608","1292.22059258055","1411.22449121354","1558.78524633635","1592.8329026753","1670.69969167885","1659.00546901012","1608.06881281653","1644.79154564357","1642.37426687625","1728.85466387828","1762.1083397203","1813.51285476023","1860.10017432741","1822.00350355702","1754.16966305975","1812.96144448138","1953.89716070961","2139.76397073527","2201.17561426534","2186.63682276634","",
"China","CHN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","464.933156978023","477.168708745635","483.717375331655","486.167985783307","527.488337452736","537.174731514959","577.21101059404","617.154901089247","619.043662313404","609.455195748215","597.14671013246","606.830437325878","621.910717182477","651.074958647795","657.759736070939","671.209503276184","694.422359979152","720.341495783521","724.116105126715","766.995329395649","736.851801386885","752.628662540666","788.128723566749","816.162889997357","866.848089604143","881.537941768305","871.64626953641","869.111238510872","878.196949873677","919.321019764067","932.558502181861","978.618983130272","1107.31283685191","1264.54714812029","1361.69231736876","1478.15548275389","1550.53027085064","1576.18110677875","1692.67989198203","1845.73728288374","1994.39959230134","2079.11971466541","2226.26987063313","","",
"Cote d'Ivoire","CIV","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","447.35816826099","453.243100246658","446.918949979282","445.338221567245","448.056769236475","461.358685609738","449.521247190482","459.598301512453","444.76700465978","432.387491744348","412.459623639534","393.432418021861","368.25829408004","360.343757181441","363.968791989552","388.95918032246","383.372484811911","376.530922045295","376.1794471003","357.155227776239","354.733013744104","373.659519455454","373.988569816683","370.752324513668","357.807022050299","389.787151298128","386.175169435403","374.614028232349","435.31507097859","411.064074060531","387.187869395856","406.144021726323","377.23187193534","522.342796939489","530.446537973216","511.649596092088","539.727185183127","531.227210217278","476.35018277199","504.817400730102","565.480816215279","598.62493040563","605.286116446348","","",
"Cameroon","CMR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","387.86074869687","386.146422937738","384.245280418304","384.20593956947","392.188905810654","387.031346190087","402.624623832415","404.16062414703","407.393252172726","409.249046223176","417.052723649858","423.360959462855","425.372458371096","426.111723829904","429.40717831582","422.726323833631","417.732922449908","418.161411117328","420.760563199973","412.65135527452","404.589394424645","397.277540785977","399.413019872277","401.748808558287","397.535674993674","396.326625802506","396.727156516595","397.393807380285","390.00572957157","396.14337601387","390.482773519508","389.522614409997","395.030812916109","397.03692232596","389.343211195631","361.509469025535","332.303321609594","326.778712646812","344.417565708414","338.347482300961","317.925911966273","321.179660387171","330.712939608844","","",
"Congo, Rep.","COG","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","369.513199131805","371.116849443918","363.758937524077","359.663681882004","355.334019529609","377.828127670031","349.089171442172","352.234787893264","341.869830654927","343.996296806106","344.345208098994","355.097864768683","383.535034631093","361.527067327632","366.400178916976","350.603889142224","347.181743294828","325.584664017086","331.035031778613","325.025236049776","325.188306719045","317.4685982424","312.823818640642","274.913168631725","284.835759093984","271.186446740105","252.12535468977","246.286925446603","233.675872015842","225.9100129323","247.252804201662","243.170200072646","283.56711742593","289.954380717062","307.454341686159","391.714187030721","338.481267821507","349.225403761404","386.933131786941","408.705145351368","532.359210855465","552.250157949208","555.787976061902","","",
"Colombia","COL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","612.583687909263","598.975288293593","589.071534969791","610.112713876417","623.482139513928","633.809417151212","638.025434659182","621.084830330133","592.800452615689","638.333068052544","632.040673816019","635.432893568154","641.620857762578","648.68477126355","644.585205718902","687.189017416604","696.066392846056","702.93283811364","694.958744594185","706.784368136347","701.288922199848","704.354798517144","723.838401643092","736.605680404591","737.105543029509","743.033700718862","709.821702236351","732.19553959482","645.1744894728","638.885808195182","627.179415778058","606.266720641459","610.494359872108","608.525289334556","625.697425353759","649.375860941245","637.510761494058","659.610246035447","676.042857410854","679.530366467028","673.434311259259","673.829309764562","668.504125998104","","",
"Comoros","COM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.989372003361","","","","","","","","","","","","","","56.3036022713536","59.80938587076","66.2654974487783","63.1348128437768","","","","","","","","",
"Cabo Verde","CPV","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.1153444921115","","","","","","","","","","","","","","189.771527874026","208.762103984615","213.270885387808","214.013522330129","","","","","","","","",
"Costa Rica","CRI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","425.057654846326","442.444664949195","469.592292398223","447.989323321503","473.408632551576","465.42631810855","528.165846592446","556.920031436536","560.443338828938","525.238049996882","480.179713600804","455.822967416228","436.552774358555","460.950412290978","462.61543437167","472.833852079232","491.495062693797","491.231966745456","533.452160401305","541.915455908506","560.53052379132","705.487675531541","701.867252518329","674.413228042684","668.757378753462","656.18354212003","647.003781167478","632.764934892228","683.02177994011","732.039384019667","722.73368694956","748.213480579877","791.124996061532","923.565794347748","910.045639634045","970.737956595703","1031.80869969207","1035.2973898218","1016.18511044701","1022.18216595571","1011.84809347358","1015.71823672131","1029.00349372869","","",
"Caribbean small states","CSS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1854.41299530499","","","","","","","","","","","","","","3128.07052774958","3433.2254767264","3769.33532158969","3923.68240345518","","","","","","","","",
